外贸销售工程师,7-15k,南通,1-3年,本科及以上,英语六级及以上，口语流利，熟悉外贸业务流程。（1）完成销售目标任务，及时汇报业绩。（2）开发外贸新客户，发展新客源。（3）提出营销建议，积极参与营销活动。（4）收集、汇总、分析、上报有关销售信息。（5）完成和归档有关营销文件。（6）完成部门负责人安排的其他工作。理科、工科类优先
Quality Supervisor 质量主管,10-15k·13薪,苏州-张家港,5-10年,本科及以上,"职责描述：1) Organize, monitor all inspectors to inspect products correctly including quality control of whole production process, and in-process audit to ensure blocks’quality and Quality / Environment targets.；组织并巡视各检验员正确地检验产品，生产过程的产品质量控制，每班的过程审核，确保最终产品质量以及环境目标达到要求。 2) Lead, train and improve the inspectors；领导、培训并提升检验员； 3) Manage Laboratory per various priorities； 实验室的各种任务合理安排 4) Make all related quality control document；编写相关的质量控制文件，程序文件，检验指导书或质量控制表单 5) Summary quality data periodically, generate the quality trend or rule, provide applicable action plan；定期汇总质量数据，根据统计结果做质量趋势或规律性分析，提供对应的改善措施 6) Maintain and continual improve quality management system to ensure its effective operation；维护和持续改善质量管理体系，确保其有效运行 7) Support engineering department to design or development new product or process to control quality；配合技术部门进行新产品，新工艺的设计和开发，确保质量控制 8) Dispose customer complaints and all kinds of NOK parts strictly per QP. Take the lead, together with cross- functional team to analyze root cause and make out corrective and preventive action with quality tools in order to make cost control and attain quality targets；根据程序文件对客户投诉和公司内的各种不合格品合理、及时地处置；牵头其他部门运用各种质量工具分析原因，制订纠正和预防措施，确保质量成本控制和质量目标达到要求； 9) Maintain the test or measurement equipment to ensure its accuracy；管理和维护公司的所有测量装置，确保测量设备的准确性 10) Support EHS engineer to handle all related EHS work；支持EHS工程师工作，对EHS进行组织调查和改善 11) audit the supplier and improve supplier material quality； 审核供应商并提高供应商产品质量  12) Fulfill other designated jobs if necessary timely. 及时完成上级交代的其它任务。 任职要求：1) Bachelor degree or above, majored in chemical material, mechanical or related; 本科或以上学历，化学材料或机械或相关专业； 2) More than 3 years’ experience as Quality Supervisor；3年以上质量主管工作经验， 3) Experience of lab work and product testing; 具有实验室工作和产品测试经验 4) Have a good command of both written and spoken English; Ability to read engineering drawing in English; 良好的英语说，写能力；可阅读英文工程图纸； 5) Prefer the automotive work experience.   汽车行业工作经验优先考虑。 "
BD大客户经理,20-50k,常州,5-10年,大专及以上,职责描述：1、 开发新客户（主要面向主机厂及一、二级供应商），涉及三大行业：汽车零部件；电子；电器，具有其中一个行业客户经验，推广公司改性塑料方案，主抓供应商引入与认证工作。2、 收集行业潜在客户，发觉潜在市场增长点；了解同行的市场占有率以及同客户合作的情况。3、 快速抓住目标客户，持续跟进，了解客户的需求及痛点，组织人员落实应对方案，推进方案落地合作。4、 结合公司资源及客户需求，完善方案，主动的计划和组织各种销售活动，包括：Demo演示、专题研讨会、方案评审、设备验收等。5、 准确的定义客户内部的采购流程，寻找到对应的决策团队和关键人员，收集客户真实需求并提供吻合客户需求的对应方案6、 及时分享销售信息，更新提出并完善销售方案及策略的意见。7、 及时跟进客户对账、开票及收款，预见并控制客户端逾期付款的风险任职要求：1、大专以上学历，2年以上相关岗位经验，有主机厂资源及销售经验优先2、积极主动，具有很强的抗压能力，丰富的语言沟通和表达能力；善于分析客户决策架构，抓到关键点3、具备较强的团队合作精神、奉献精神，拥有组织协调能力及再学习能力；4、善于挖掘客户潜在需求及运用有效方法跟单，善于规划、计划和总结行业客户开拓和维护工作 5、具有较强的资源整合能力、善于挖掘潜在顾客群；
外贸合伙人,20-40k,无锡-滨湖区,3-5年,本科及以上,工作职责：1.       通过海外出差、展会、外贸网站等方式来探寻和挖掘客户需求，2.       根据公司中长期目标的规划，制定业务开拓计划；深入了解当地市场环境、掌握市场动态；3.       根据不同市场及客户特点，制定公司在当地市场的发展战略、销售策略；4.       收集市场信息，分析市场趋势，为产品研发提供依据。5.       销售pvc、spc地板和pvc、pet转印膜。岗位要求：1.       3年以上建材、地材行业外贸工作经验；2.       英语可与国外客户通常沟通；3.       适应海外出差，国内外时差；4.       独立性强，自律，学习能力强，具有目标感。地点：无锡，可以接受远程办公，定期去公司。公司有专门的支持部门，协调客户接待，打样，寄样等。
调墨技师,7-11k,无锡-宜兴,3-5年,学历不限,职责描述：1、根据生产计划安排准备好每个生产所需的油墨，确保准备油墨颜色符合样本要求2、准确记录好每个自掺油墨的配比，并做好标识记录3、记录好每个派工单油墨的收发数据4、做好自掺油墨的记录，确保在保质期内使用5、控制好油墨的库存，控制好油墨间的温湿度6、控制好所有油墨在规定保质期内使用7、做好油墨台账记录8、配合车间主任完成公司制订的考核指标和贯彻公司质量方针和质量目标，执行和落实部门制度9、落实部门的6S工作，完成上级领导交办的临时任务，严格按照劳动法规制度，遵守公司各项制度
销售工程师,7-15k,南通,1-3年,本科及以上,1、本科以上学历，材料、机械设计、电气自动化、国际贸易、市场营销等相关专业。2、进行市场调研，拓宽销售渠道；3、开发和维护国内客户，完成销售目标；4、提出营销建议，积极参与营销活动；具有国内建材、电器、工程类产品大客户销售经验优先。
安全防护/安全管理,4-6k,常州,经验不限,中专/中技及以上,职责描述：1、负责公司生产安全管理，环评、消防安全检查、事故隐患排查等相关工作，并做好台账记录。2、协助部门领导进行厂区设施、水电设施、绿化、保洁保安等后勤管理工作。3、完成领导交办的其他工作。任职要求：1、中专以上学历，有责任心，能熟练操作word文档、EXCEL表格。2、有两年以上相关后勤管理工作，工科类应届生亦可。
新材料产业集团总裁,60-80k,苏州-吴江区,无,统招本科,岗位职责：1、根据集团发展战略，制定新材料产业集团产业发展战略规划，并组织实施；根据市场变化及时调整与修订发展战略规划。2、全面统筹产业集团及下属公司的运营管理，参与集团及产业集团内重大经营决策。根据集团管理体系要求，结合产业集团发展需求，建立高效、规范的运营管理体系及风险管控体系； 3、负责新材料产业集团年度工作规划、任务目标的制订，并推进实施和考核；协调新材料产业各公司之间的经营业务，推动各公司发展规划及年度目标达成并实施考核评价；4、整合并优化配置新材料产业各公司资源，推动业务协同、资源共享、管理提升，建立重大经营活动的决策机制；创新产业集团运营管理体系，建立规范、高效的运营管理流程与风控管理体系；5、实时掌握材料行业（重点关注合金类材料、无机材料）发展动态，深入研究行业前沿技术、行业政策等，推动与国内外材料重点企业、大院大所合作，促进材料产业延伸发展；6、负责新材料产业高层专业人才队伍的培养与建设，推荐、引荐行业高端人才，为新材料产业集团持续发展提供人才保障；7、建立和维护与政府相关部门、业务合作单位、产业集团内外部门单位等的密切联系，并拓展相关资源及对外项目合作；8、对标国际一流企业，深入研究国际国内新材料产业领域和行业政策与动态，及时关注业内最前沿发展情况；9、高效执行集团及集团执行总裁交办的其他工作。任职要求1、学历及专业要求：本科及以上学历，专业不限。2、工作经验： 10年及以上材料类（金属材料、有机材料等）重点科研院所技术背景或全球知名大型材料类企业运营经验背景，有较大团队负责人企业管理工作经历（团队人数50人以上）。3、其他要求：具有战略前瞻性思维，有大局观，善于制定企业发展的战略，把握企业发展全局，创新意识强，执行力强，有战略管理、组织变革管理、人力资源管理、财务管理方面的相关管理技能。
研发工程师（常州华威新材料有限公司）,12-18k,常州-钟楼区,1-3年,统招本科,任职资格：1、大专及以上学历，英语4级及以上，化学、高分子材料等相关专业优先；2、有2年以上涂布类产品相关生产工艺经验者优先；3、有良好的职业道德和责任心，有团队合作精神，乐观、积极的心态，严谨细致的工作作风。岗位概述：1、负责新产品的生产工艺部分开发。2、负责现有产品的工艺优化、异常处理。3、负责产线操作作业的制作、更改、优化。4、负责新材料的导入验证。
新材料研究员,薪资面议,南通-海门区,3-5年,硕士及以上,职责描述：针对船舶与海洋工程装备、能源及物流装备领域，协助上级专家完成如下工作，1) 识别相关应用场景对新材料的要求，确定关键技术规格。2) 对接已有新材料资源并完成在给定场景下的应用研发和产品设计，负责整体技术方案和可行性分析。3) 协助并管控合作方完成新材料所必须的试验和第三方认证。主导完成产品所必须的试验和第三方认证。4) 管理公司新材料相关业务孵化，相应进行项目的可行性研究编制立项报告。5) 负责对外沟通，制定项目计划及项目管理，确保项目推进进度。管理与外部合作伙伴之间的合作，管理与集团其他板块、利润中心和部门之间的合作。6) 依托负责的实际业务，参与项目科研管理，协助进行科研类项目的申报。说明：基于新材料（各类合金类，非金属类等）的各类业务指：复合材料板材类（包括直升机平台、船体甲板等）、复合材料方舱类（包括生活舱室、营房、运维舱等各类居住模块等）、复合材料管和罐类（包括油气存储罐、油气管道、风机塔筒等）、绿色环保防污涂料研发等。任职要求：1) 学历要求：硕士及以上学历，低于所要求学历资格但工作经验和背景突出者亦可入围。2) 专业要求：船舶海洋工程、机械工程、结构、土木、力学、材料等相关专业背景。3) 专业技能： 对对船舶海工、能源及物流装备等领域的总体方案设计、结构设计与分析、新材料应用、项目合作等内容有一定的技术成果和项目经验。4) 工作经验：3年以上同领域工作经验，有各类新材料应用相关技术工作经验、研发及新业务开拓经历、科研项目策划及执行工作经历者优先考虑。
